micros,A0,A1,A2
161148,1023,1023,484
162984,1023,1023,485
164728,1023,1023,486
166472,1023,1023,487
168212,1023,1023,487
169960,1023,1023,487
171704,1023,1023,487
173448,1023,1023,487
175192,1023,1023,486
176936,1023,1023,487
178680,1023,1023,487
180424,1023,1023,487
182168,1023,1023,487
183912,1023,1023,487
185656,1023,1023,487
187404,1023,1023,487
189152,1023,1023,487
190896,1023,1023,487
192648,1023,1023,487
194392,1023,1023,487
196136,1023,1023,487
197888,1023,1023,487
199632,1023,1023,487
204840,1023,1023,484
206576,1023,1023,484
208316,1023,1023,486
210060,1023,1023,486
211796,1023,1023,487
213532,1023,1023,487
215276,1023,1023,487
217020,1023,1023,487
218764,1023,1023,487
220508,1023,1023,486
222252,1023,1023,487
223996,1023,1023,486
225740,1023,1023,486
227484,1023,1023,487
229228,1023,1023,487
230972,1023,1023,487
232716,1023,1023,486
234460,1023,1023,486
236204,1023,1023,486
237948,1023,1023,486
239692,1023,1023,487
241436,1023,1023,487
243180,1023,1023,486
248380,1023,1023,483
250116,1023,1023,484
251852,1023,1023,484
253596,1023,1023,486
255348,1023,1023,486
257092,1023,1023,486
258836,1023,1023,486
260580,1023,1023,486
262316,1023,1023,486
264052,1023,1023,486
265796,1023,1023,486
267532,1023,1023,486
269268,1023,1023,486
271004,1023,1023,486
272748,1023,1023,486
274492,1023,1023,486
276228,1023,1023,486
277972,1023,1023,486
279716,1023,1023,486
281460,1023,1023,486
283204,1023,1023,486
284948,1023,1023,486
286684,1023,1023,486
288428,1023,1023,486
293648,1023,1023,484
295396,1023,1023,484
297140,1023,1023,485
298884,1023,1023,486
300628,1023,1023,486
302364,1023,1023,486
304108,1023,1023,486
305852,1023,1023,486
307596,1023,1023,486
309340,1023,1023,486
311076,1023,1023,486
312820,1023,1023,486
314564,1023,1023,486
316308,1023,1023,486
318052,1023,1023,486
319796,1023,1023,486
321548,1023,1023,486
323292,1023,1023,486
325036,1023,1023,486
326772,1023,1023,486
328516,1023,1023,486
330260,1023,1023,486
331996,1023,1023,486
337196,1023,1023,484
338940,1023,1023,484
340684,1023,1023,484
342420,1023,1023,486
344156,1023,1023,486
345892,1023,1023,486
347636,1023,1023,486
349380,1023,1023,486
351124,1023,1023,486
352868,1023,1023,486
354612,1023,1023,486
356364,1023,1023,486
358100,1023,1023,486
359844,1023,1023,485
361588,1023,1023,486
363324,1023,1023,486
365068,1023,1023,486
366812,1023,1023,486
368556,1023,1023,486
370300,1023,1023,486
372044,1023,1023,486
373788,1023,1023,486
375524,1023,1023,486
